AREA,AREA_TITLE,AREA_TYPE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,PCT_TOTAL,PCT_RPT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",2,29-1140,Registered Nurses,broad,15320,1.5,0.91,10,39.07,81270,0.6,28.70,31.19,38.83,47.86,51.25,59700,64880,80770,99550,106610,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",3,29-1140,Registered Nurses,broad,3270,2.9,4.76,5,54.90,114200,1.2,52.00,52.00,52.00,64.81,64.81,108150,108150,108150,134800,134800,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",5,29-1140,Registered Nurses,broad,5720,3.0,0.45,8,41.76,86860,0.7,25.32,30.64,37.62,46.05,56.94,52670,63720,78250,95770,118420,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",2,29-1141,Registered Nurses,detailed,15320,1.5,0.91,10,39.07,81270,0.6,28.70,31.19,38.83,47.86,51.25,59700,64880,80770,99550,106610,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",3,29-1141,Registered Nurses,detailed,3270,2.9,4.76,5,54.90,114200,1.2,52.00,52.00,52.00,64.81,64.81,108150,108150,108150,134800,134800,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",5,29-1141,Registered Nurses,detailed,5720,3.0,0.45,8,41.76,86860,0.7,25.32,30.64,37.62,46.05,56.94,52670,63720,78250,95770,118420,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",2,29-1150,Nurse Anesthetists,broad,550,0.8,0.03,1,88.67,184440,0.7,61.95,84.45,88.24,101.56,107.74,128860,175650,183550,211250,224100,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",5,29-1150,Nurse Anesthetists,broad,510,0.4,0.04,,103.65,215590,2.1,82.46,83.58,103.54,110.40,,171510,173850,215370,229620,,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",2,29-1151,Nurse Anesthetists,detailed,550,0.8,0.03,1,88.67,184440,0.7,61.95,84.45,88.24,101.56,107.74,128860,175650,183550,211250,224100,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",5,29-1151,Nurse Anesthetists,detailed,510,0.4,0.04,,103.65,215590,2.1,82.46,83.58,103.54,110.40,,171510,173850,215370,229620,,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",2,29-1160,Nurse Midwives,broad,40,13.9,0.00,,53.88,112070,1.8,48.56,49.81,52.56,56.11,66.32,101000,103600,109330,116720,137950,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",2,29-1161,Nurse Midwives,detailed,40,13.9,0.00,,53.88,112070,1.8,48.56,49.81,52.56,56.11,66.32,101000,103600,109330,116720,137950,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",2,29-1170,Nurse Practitioners,broad,3630,1.3,0.22,8,54.79,113960,0.4,42.75,48.61,52.37,62.60,66.35,88920,101110,108920,130200,138010,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",5,29-1170,Nurse Practitioners,broad,3080,1.9,0.24,3,54.66,113700,0.3,40.91,49.49,52.33,62.01,66.52,85080,102940,108840,128970,138350,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",2,29-1171,Nurse Practitioners,detailed,3630,1.3,0.22,8,54.79,113960,0.4,42.75,48.61,52.37,62.60,66.35,88920,101110,108920,130200,138010,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",5,29-1171,Nurse Practitioners,detailed,3080,1.9,0.24,3,54.66,113700,0.3,40.91,49.49,52.33,62.01,66.52,85080,102940,108840,128970,138350,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",2,29-1180,Audiologists,broad,140,2.2,0.01,1,39.89,82980,0.8,19.02,36.46,39.89,47.19,53.12,39560,75830,82970,98150,110480,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",5,29-1180,Audiologists,broad,120,3.0,0.01,,40.95,85180,0.5,33.76,37.24,38.41,46.84,50.43,70230,77470,79880,97430,104890,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",2,29-1181,Audiologists,detailed,140,2.2,0.01,1,39.89,82980,0.8,19.02,36.46,39.89,47.19,53.12,39560,75830,82970,98150,110480,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",5,29-1181,Audiologists,detailed,120,3.0,0.01,,40.95,85180,0.5,33.76,37.24,38.41,46.84,50.43,70230,77470,79880,97430,104890,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",2,29-1210,Physicians,broad,10470,1.3,0.62,8,51.67,107480,1.6,28.21,29.22,31.41,36.64,106.06,58670,60780,65330,76220,220600,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",3,29-1210,Physicians,broad,1330,2.8,1.94,3,41.64,86610,2.6,32.14,32.14,32.14,40.22,51.17,66850,66850,66850,83650,106420,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",5,29-1210,Physicians,broad,12930,4.4,1.02,5,39.89,82980,2.5,28.75,29.96,33.18,36.04,36.89,59800,62320,69010,74970,76730,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",2,29-1211,Anesthesiologists,detailed,,,,,34.65,72070,0.8,28.82,31.13,31.61,32.53,35.27,59940,64740,65750,67660,73370,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",2,29-1212,Cardiologists,detailed,90,3.5,0.01,,39.41,81970,0.8,30.91,30.91,36.73,36.73,63.97,64290,64290,76400,76400,133060,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",2,29-1213,Dermatologists,detailed,60,3.6,0.00,,31.74,66020,1.2,28.96,31.33,31.33,32.21,33.92,60250,65170,65170,67000,70560,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",2,29-1214,Emergency Medicine Physicians,detailed,390,1.0,0.02,1,103.58,215440,10.3,29.31,30.82,31.56,,,60960,64110,65650,,,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",5,29-1214,Emergency Medicine Physicians,detailed,90,2.4,0.01,,40.07,83340,1.4,29.25,29.50,29.50,31.27,109.95,60830,61350,61350,65050,228690,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",2,29-1215,Family Medicine Physicians,detailed,730,6.3,0.04,3,63.13,131300,8.6,30.82,31.32,60.36,83.55,108.26,64100,65140,125550,173780,225190,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",5,29-1215,Family Medicine Physicians,detailed,1140,12.1,0.09,1,35.70,74250,2.6,29.06,29.40,29.57,29.97,31.95,60450,61140,61510,62330,66460,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",2,29-1216,General Internal Medicine Physicians,detailed,2330,1.1,0.14,2,34.69,72150,2.1,28.47,29.22,29.22,31.95,35.95,59220,60780,60780,66450,74770,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",5,29-1216,General Internal Medicine Physicians,detailed,1200,49.0,0.09,1,,,,,,,,,,,,,,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",2,29-1217,Neurologists,detailed,,,,,31.80,66140,0.9,28.41,29.47,31.76,33.98,35.35,59090,61290,66060,70690,73530,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",2,29-1218,Obstetricians and Gynecologists,detailed,290,2.1,0.02,1,123.21,256270,10.2,31.03,31.47,35.76,,,64540,65450,74370,,,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",5,29-1218,Obstetricians and Gynecologists,detailed,30,2.1,0.00,,38.63,80340,1.2,29.85,29.85,29.85,32.59,80.68,62080,62080,62080,67790,167810,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",2,29-1221,"Pediatricians, General",detailed,630,1.6,0.04,1,42.63,88670,2.4,31.27,31.48,31.63,35.95,84.68,65050,65480,65780,74770,176120,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",5,29-1221,"Pediatricians, General",detailed,190,1.2,0.01,,59.15,123040,1.0,29.66,29.66,32.28,81.26,,61680,61680,67140,169020,,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",2,29-1222,"Physicians, Pathologists",detailed,530,2.0,0.03,1,89.43,186020,5.6,31.75,78.23,101.05,113.10,,66040,162720,210180,235250,,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",2,29-1223,Psychiatrists,detailed,500,5.1,0.03,2,50.64,105320,2.7,28.63,31.25,31.86,36.22,106.92,59550,65010,66260,75330,222390,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",5,29-1223,Psychiatrists,detailed,410,6.6,0.03,2,93.65,194780,3.7,27.76,29.98,102.02,,,57740,62360,212210,,,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",2,29-1224,Radiologists,detailed,300,1.6,0.02,,105.51,219460,16.0,30.77,31.97,36.64,,,63990,66500,76220,,,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",5,29-1224,Radiologists,detailed,60,3.6,0.00,,125.02,260040,4.2,30.98,31.52,111.06,,,64430,65570,231010,,,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",2,29-1229,"Physicians, All Other",detailed,3920,1.7,0.23,4,45.25,94130,1.2,24.28,29.01,30.89,35.79,104.41,50500,60330,64260,74450,217170,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",3,29-1229,"Physicians, All Other",detailed,1310,2.9,1.90,2,41.13,85550,2.7,32.14,32.14,32.14,40.22,40.22,66850,66850,66850,83650,83650,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",5,29-1229,"Physicians, All Other",detailed,9710,0.3,0.76,2,36.39,75690,0.7,28.75,30.68,35.57,36.04,36.86,59800,63810,73980,74970,76680,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",2,29-1240,Surgeons,broad,980,1.5,0.06,1,34.44,71640,1.1,29.77,31.12,31.58,36.52,38.83,61930,64730,65680,75970,80770,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",5,29-1240,Surgeons,broad,60,4.1,0.00,,36.80,76530,3.7,30.04,30.04,31.84,32.53,69.95,62470,62470,66230,67660,145490,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",2,29-1241,"Ophthalmologists, Except Pediatric",detailed,80,1.1,0.00,,38.23,79520,5.3,29.77,29.77,31.51,34.81,40.44,61930,61930,65540,72410,84120,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",2,29-1242,"Orthopedic Surgeons, Except Pediatric",detailed,160,2.0,0.01,,32.56,67730,0.6,29.16,31.12,31.65,34.96,36.18,60660,64730,65830,72720,75260,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",2,29-1249,"Surgeons, All Other",detailed,730,1.7,0.04,1,34.29,71320,1.1,30.72,31.03,31.58,36.52,38.87,63910,64540,65680,75970,80840,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",5,29-1249,"Surgeons, All Other",detailed,50,0.7,0.00,,32.59,67790,0.8,30.04,30.04,30.34,32.53,32.53,62470,62470,63100,67660,67660,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",2,29-1290,Miscellaneous Healthcare Diagnosing or Treating Practitioners,broad,1300,1.5,0.08,2,36.76,76470,1.0,23.27,30.46,31.58,40.42,51.66,48410,63350,65690,84080,107460,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",3,29-1290,Miscellaneous Healthcare Diagnosing or Treating Practitioners,broad,40,6.8,0.06,1,76.33,158760,2.3,38.22,49.18,54.26,,,79500,102290,112850,,,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",5,29-1290,Miscellaneous Healthcare Diagnosing or Treating Practitioners,broad,700,20.1,0.05,3,42.54,88490,9.5,21.78,31.88,36.65,49.87,74.98,45300,66310,76220,103740,155950,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",5,29-1291,Acupuncturists,detailed,300,44.8,0.02,1,51.00,106070,13.9,33.31,35.58,38.30,74.52,74.99,69280,74000,79670,154990,155970,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",2,29-1292,Dental Hygienists,detailed,360,1.6,0.02,2,34.86,72510,1.0,24.93,29.50,31.52,38.50,41.66,51850,61350,65560,80080,86660,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",5,29-1292,Dental Hygienists,detailed,220,6.0,0.02,1,37.32,77620,1.2,24.45,30.35,38.10,42.13,48.78,50850,63120,79260,87630,101460,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",2,29-1299,"Healthcare Diagnosing or Treating Practitioners, All Other",detailed,930,1.8,0.06,1,37.24,77460,1.5,23.27,30.72,31.58,45.39,51.66,48410,63900,65690,94410,107460,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",5,29-1299,"Healthcare Diagnosing or Treating Practitioners, All Other",detailed,170,22.2,0.01,1,34.46,71680,8.5,14.76,16.59,31.65,39.23,63.74,30690,34500,65830,81600,132570,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",2,29-2000,Health Technologists and Technicians,minor,19890,1.2,1.18,11,25.91,53880,0.5,16.96,19.20,23.76,30.26,39.08,35270,39940,49420,62940,81290,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",3,29-2000,Health Technologists and Technicians,minor,1110,1.2,1.62,4,34.83,72450,0.6,24.28,24.75,31.33,40.27,52.07,50500,51480,65160,83770,108300,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",5,29-2000,Health Technologists and Technicians,minor,9730,0.9,0.76,5,29.06,60440,0.3,17.49,22.60,27.25,34.70,41.11,36380,47020,56690,72180,85500,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",2,29-2010,Clinical Laboratory Technologists and Technicians,broad,7150,1.0,0.43,6,26.01,54090,0.7,15.06,18.76,24.05,31.58,40.37,31330,39010,50020,65680,83960,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",2,29-2010,Clinical Laboratory Technologists and Technicians,detailed,7150,1.0,0.43,6,26.01,54090,0.7,15.06,18.76,24.05,31.58,40.37,31330,39010,50020,65680,83960,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",3,29-2010,Clinical Laboratory Technologists and Technicians,broad,130,1.5,0.19,2,35.14,73080,1.1,25.33,25.33,31.32,41.17,52.32,52680,52680,65150,85630,108820,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",3,29-2010,Clinical Laboratory Technologists and Technicians,detailed,130,1.5,0.19,2,35.14,73080,1.1,25.33,25.33,31.32,41.17,52.32,52680,52680,65150,85630,108820,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",5,29-2010,Clinical Laboratory Technologists and Technicians,broad,5070,0.3,0.40,2,29.16,60640,0.3,17.40,23.24,29.04,37.40,39.82,36190,48340,60390,77790,82820,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",5,29-2010,Clinical Laboratory Technologists and Technicians,detailed,5070,0.3,0.40,2,29.16,60640,0.3,17.40,23.24,29.04,37.40,39.82,36190,48340,60390,77790,82820,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",2,29-2030,Diagnostic Related Technologists and Technicians,broad,1830,1.7,0.11,3,35.91,74700,0.4,23.64,27.39,34.56,40.44,51.01,49160,56980,71890,84120,106110,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",3,29-2030,Diagnostic Related Technologists and Technicians,broad,250,2.4,0.37,1,49.11,102150,0.7,32.07,39.75,51.87,52.07,65.97,66700,82680,107890,108300,137210,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",5,29-2030,Diagnostic Related Technologists and Technicians,broad,810,2.0,0.06,1,42.07,87500,0.7,26.30,31.18,40.54,51.50,63.54,54710,64840,84320,107120,132160,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",2,29-2031,Cardiovascular Technologists and Technicians,detailed,240,1.8,0.01,,30.16,62730,0.9,22.47,24.54,28.31,35.61,41.71,46740,51030,58890,74070,86750,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",5,29-2031,Cardiovascular Technologists and Technicians,detailed,140,1.1,0.01,,39.97,83140,0.9,23.30,29.63,38.20,46.79,62.87,48460,61630,79450,97330,130770,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",2,29-2032,Diagnostic Medical Sonographers,detailed,370,2.9,0.02,1,40.71,84670,0.6,29.66,32.26,39.51,47.48,50.56,61690,67090,82180,98770,105160,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",5,29-2032,Diagnostic Medical Sonographers,detailed,190,1.2,0.01,,43.45,90380,0.6,32.48,39.80,43.41,47.25,51.94,67560,82790,90280,98280,108040,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",2,29-2033,Nuclear Medicine Technologists,detailed,40,3.1,0.00,,48.53,100940,2.1,30.18,38.15,43.65,63.48,77.12,62770,79350,90790,132030,160410,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",5,29-2033,Nuclear Medicine Technologists,detailed,30,1.6,0.00,,49.16,102260,1.2,34.94,41.64,48.24,53.28,65.24,72680,86600,100350,110820,135690,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",2,29-2034,Radiologic Technologists and Technicians,detailed,970,1.2,0.06,2,34.08,70890,0.5,21.98,24.47,31.22,40.36,51.01,45710,50890,64940,83940,106110,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",3,29-2034,Radiologic Technologists and Technicians,detailed,150,2.9,0.22,1,45.32,94270,1.1,32.07,39.75,39.75,52.07,52.07,66700,82680,82680,108300,108300,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",5,29-2034,Radiologic Technologists and Technicians,detailed,250,5.1,0.02,1,38.19,79440,1.9,22.77,28.57,36.84,50.21,51.57,47350,59420,76630,104430,107260,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",2,29-2035,Magnetic Resonance Imaging Technologists,detailed,140,4.8,0.01,1,38.46,79990,1.1,30.07,31.05,37.43,41.09,50.47,62550,64580,77860,85460,104980,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",5,29-2035,Magnetic Resonance Imaging Technologists,detailed,180,0.8,0.01,,43.88,91270,0.6,29.32,31.53,41.04,51.38,66.08,60990,65580,85370,106870,137450,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",2,29-2036,Medical Dosimetrists,detailed,60,1.1,0.00,,45.32,94260,1.9,32.08,32.08,32.08,58.31,66.75,66730,66730,66730,121280,138830,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",5,29-2036,Medical Dosimetrists,detailed,30,5.4,0.00,,56.17,116830,1.2,48.30,51.50,52.54,63.92,65.40,100460,107120,109290,132960,136030,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",2,29-2040,Emergency Medical Technicians and Paramedics,broad,250,1.5,0.02,1,23.70,49290,0.7,16.66,18.85,24.03,24.70,31.88,34650,39210,49990,51380,66320,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",5,29-2040,Emergency Medical Technicians and Paramedics,broad,80,3.6,0.01,,18.19,37840,0.4,13.20,15.29,15.40,17.74,28.13,27460,31800,32020,36910,58510,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",2,29-2042,Emergency Medical Technicians,detailed,160,2.1,0.01,1,21.72,45170,1.3,14.35,18.26,19.21,24.03,26.63,29840,37970,39960,49990,55390,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",5,29-2042,Emergency Medical Technicians,detailed,60,5.2,0.00,,18.98,39470,0.5,15.29,15.34,16.52,17.74,28.13,31800,31910,34360,36910,58510,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",2,29-2043,Paramedics,detailed,90,1.0,0.01,,27.18,56540,1.1,22.28,24.70,24.70,31.88,31.88,46340,51380,51380,66320,66320,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",2,29-2050,Health Practitioner Support Technologists and Technicians,broad,3990,0.8,0.24,3,22.53,46860,0.4,15.22,18.71,22.15,24.51,30.51,31660,38910,46080,50970,63460,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",3,29-2050,Health Practitioner Support Technologists and Technicians,broad,490,4.3,0.71,3,28.32,58900,0.7,23.56,24.75,27.72,31.07,31.58,48990,51480,57650,64620,65680,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",5,29-2050,Health Practitioner Support Technologists and Technicians,broad,1090,1.4,0.09,2,25.15,52320,0.5,17.42,19.13,24.11,28.29,36.32,36240,39780,50150,58850,75550,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",2,29-2051,Dietetic Technicians,detailed,50,3.5,0.00,,19.40,40350,4.2,15.04,16.21,19.35,19.35,24.66,31290,33710,40240,40240,51290,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",5,29-2051,Dietetic Technicians,detailed,40,14.2,0.00,,20.08,41770,3.4,16.63,17.38,20.35,22.78,23.56,34580,36150,42340,47380,49010,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",2,29-2052,Pharmacy Technicians,detailed,890,1.4,0.05,2,21.45,44620,0.5,15.51,18.42,19.22,24.28,29.69,32260,38320,39970,50500,61740,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",3,29-2052,Pharmacy Technicians,detailed,230,0.8,0.34,1,26.73,55610,1.1,24.75,24.75,24.75,31.07,31.07,51480,51480,51480,64620,64620,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",5,29-2052,Pharmacy Technicians,detailed,140,7.3,0.01,,22.82,47470,1.7,16.96,19.42,23.27,25.11,28.35,35280,40390,48390,52220,58970,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",2,29-2053,Psychiatric Technicians,detailed,320,2.4,0.02,,18.47,38410,1.1,13.99,14.72,19.08,19.21,23.82,29100,30610,39690,39950,49540,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",5,29-2053,Psychiatric Technicians,detailed,50,1.5,0.00,,19.12,39780,2.9,14.47,14.63,17.30,22.55,26.66,30100,30430,35990,46900,55460,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",2,29-2055,Surgical Technologists,detailed,360,2.5,0.02,1,30.93,64340,0.8,23.33,24.49,30.70,34.55,38.87,48530,50940,63850,71870,80840,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",5,29-2055,Surgical Technologists,detailed,60,0.3,0.00,,39.02,81160,1.0,24.04,30.86,44.34,44.34,47.24,50000,64180,92220,92220,98260,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",2,29-2056,Veterinary Technologists and Technicians,detailed,2230,0.2,0.13,2,22.20,46180,0.5,16.95,18.81,22.40,24.44,30.00,35250,39110,46600,50830,62400,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",5,29-2056,Veterinary Technologists and Technicians,detailed,520,0.4,0.04,,25.12,52250,0.4,17.54,21.08,24.96,28.29,31.44,36470,43850,51920,58850,65390,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",2,29-2057,Ophthalmic Medical Technicians,detailed,140,3.5,0.01,,23.62,49140,0.7,18.77,21.89,23.13,23.86,31.21,39040,45530,48120,49630,64910,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",5,29-2057,Ophthalmic Medical Technicians,detailed,290,4.4,0.02,1,25.38,52790,1.6,17.42,19.13,24.11,30.55,31.77,36240,39780,50150,63540,66090,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",2,29-2060,Licensed Practical and Licensed Vocational Nurses,broad,3710,2.1,0.22,6,23.07,47990,1.0,19.07,21.02,22.90,24.09,27.83,39660,43720,47630,50100,57880,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",5,29-2060,Licensed Practical and Licensed Vocational Nurses,broad,610,2.6,0.05,1,26.61,55350,0.4,21.46,22.99,26.09,31.91,34.72,44640,47820,54260,66380,72210,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",2,29-2061,Licensed Practical and Licensed Vocational Nurses,detailed,3710,2.1,0.22,6,23.07,47990,1.0,19.07,21.02,22.90,24.09,27.83,39660,43720,47630,50100,57880,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",5,29-2061,Licensed Practical and Licensed Vocational Nurses,detailed,610,2.6,0.05,1,26.61,55350,0.4,21.46,22.99,26.09,31.91,34.72,44640,47820,54260,66380,72210,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",2,29-2070,Medical Records Specialists,broad,1880,1.9,0.11,3,25.46,52950,0.4,15.14,19.06,23.51,29.25,36.88,31480,39650,48900,60840,76710,,
99,U.S.,1,US,611300,"Colleges, Universities, and Professional Schools","4-digit, ownership",3,29-2070,Medical Records Specialists,broad,150,3.2,0.22,1,35.71,74270,1.5,31.63,31.63,31.63,40.27,40.27,65790,65790,65790,83770,83770,,
